rank,tier,name,section,views_3mo,wikipedia_title,flag
619,A,Dana White,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",265261,Dana White,
620,A,Mira Murati,AI & MACHINE LEARNING,134513,Mira Murati,
621,A,Mephistopheles,FICTIONAL & FOLKLORE (public domain only) / Literature,92661,Mephistopheles,
622,A,Lady Justice,FICTIONAL & FOLKLORE (public domain only) / Art come to life,54261,Lady Justice,
623,A,Richard the Lionheart,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",331347,Richard I of England,
624,A,Ringo Starr,ROCK & POP LEGENDS,616538,Ringo Starr,
625,A,Kurt Angle,"BOXING, MMA, WRESTLING & STRENGTH",259751,Kurt Angle,
626,A,Jacques Cousteau,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",107550,Jacques Cousteau,
627,A,Angelina Jolie,MODERN ACTORS,939962,Angelina Jolie,
628,A,Tony Jaa,ACTION & MARTIAL ARTS,66238,Tony Jaa,
629,A,Britney Spears,MODERN POP,652769,Britney Spears,
630,A,Hank Williams,"COUNTRY, EDM & OTHER",233437,Hank Williams,
631,A,Wilt Chamberlain,BASKETBALL,387719,Wilt Chamberlain,
632,A,John Madden,AMERICAN FOOTBALL,106367,John Madden,
633,A,Luis Suárez,SOCCER,917506,Luis Suárez,
634,A,Tiger Woods,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",386296,Tiger Woods,
635,A,The Headless Horseman,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,40927,Headless Horseman,
636,A,Thor the Norse God,FICTIONAL & FOLKLORE (public domain only) / Myth,130433,Thor,
637,A,Romeo Montague,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,16222,Romeo,
638,A,Confucius,ANCIENT & CLASSICAL,173724,Confucius,
639,A,Bernie Sanders,US PRESIDENTS & POLITICIANS,479421,Bernie Sanders,
640,A,Fidel Castro,WORLD LEADERS (HISTORICAL),396976,Fidel Castro,
641,A,Galileo Galilei,"SCIENTISTS, INVENTORS & THINKERS",214815,Galileo Galilei,
642,A,Leo Tolstoy,WRITERS & PHILOSOPHERS,232506,Leo Tolstoy,
643,A,Hayao Miyazaki,FILM DIRECTORS,283628,Hayao Miyazaki,
644,A,Ice Cube,HIP-HOP & R&B,341328,Ice Cube,
645,A,Sean Connery,CLASSIC HOLLYWOOD,652542,Sean Connery,
646,A,Pete Davidson,COMEDIANS,436045,Pete Davidson,
647,A,Evel Knievel,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",233157,Evel Knievel,
648,A,Lisa Su,AI & MACHINE LEARNING,127770,Lisa Su,
649,A,Tarzan,FICTIONAL & FOLKLORE (public domain only) / Literature,86363,Tarzan,story PD; ERB Inc litigates trademark
650,A,Liberty Leading the People,FICTIONAL & FOLKLORE (public domain only) / Art come to life,53988,Liberty Leading the People,
651,A,William Wallace,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",288445,William Wallace,
652,A,Robert Smith,ROCK & POP LEGENDS,584268,Robert Smith (musician),
653,A,Georges St-Pierre,"BOXING, MMA, WRESTLING & STRENGTH",252421,Georges St-Pierre,
654,A,Annie Oakley,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",84508,Annie Oakley,
655,A,Henry Cavill,MODERN ACTORS,909418,Henry Cavill,
656,A,Sonny Chiba,ACTION & MARTIAL ARTS,61360,Sonny Chiba,
657,A,Beyoncé,MODERN POP,635591,Beyoncé,
658,A,Garth Brooks,"COUNTRY, EDM & OTHER",227916,Garth Brooks,
659,A,Charles Barkley,BASKETBALL,327297,Charles Barkley,
660,A,Mike Ditka,AMERICAN FOOTBALL,66964,Mike Ditka,
661,A,Wayne Rooney,SOCCER,856133,Wayne Rooney,
662,A,Ayrton Senna,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",379344,Ayrton Senna,
663,A,The Tooth Fairy,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,27798,Tooth fairy,
664,A,The Golem of Prague,FICTIONAL & FOLKLORE (public domain only) / Myth,120608,Golem,
665,A,Macbeth,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,16038,Macbeth (character),
666,A,Spartacus,ANCIENT & CLASSICAL,173413,Spartacus,
667,A,Andrew Jackson,US PRESIDENTS & POLITICIANS,406012,Andrew Jackson,
668,A,Kaiser Wilhelm,WORLD LEADERS (HISTORICAL),300698,Wilhelm II,
669,A,Jane Goodall,"SCIENTISTS, INVENTORS & THINKERS",197122,Jane Goodall,
670,A,Werner Herzog,FILM DIRECTORS,275074,Werner Herzog,
671,A,Kendrick Lamar,HIP-HOP & R&B,336153,Kendrick Lamar,
672,A,Marlon Brando,CLASSIC HOLLYWOOD,641485,Marlon Brando,
673,A,Jerry Seinfeld,COMEDIANS,389980,Jerry Seinfeld,
674,A,Stephen Colbert,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",227567,Stephen Colbert,
675,A,Jeff Dean,AI & MACHINE LEARNING,120742,Jeff Dean,
676,A,Carmen,FICTIONAL & FOLKLORE (public domain only) / Literature,84736,Carmen,
677,A,Whistler's Mother,FICTIONAL & FOLKLORE (public domain only) / Art come to life,40827,Whistler's Mother,
678,A,Mansa Musa,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",285964,Mansa Musa,
679,A,Billy Joel,ROCK & POP LEGENDS,571947,Billy Joel,
680,A,Manny Pacquiao,"BOXING, MMA, WRESTLING & STRENGTH",246430,Manny Pacquiao,
681,A,Leonardo DiCaprio,MODERN ACTORS,887689,Leonardo DiCaprio,
682,A,Sammo Hung,ACTION & MARTIAL ARTS,59258,Sammo Hung,
683,A,The Weeknd,MODERN POP,498766,The Weeknd,
684,A,Tiësto,"COUNTRY, EDM & OTHER",72737,Tiësto,
685,A,Allen Iverson,BASKETBALL,277254,Allen Iverson,
686,A,Vince Lombardi,AMERICAN FOOTBALL,60767,Vince Lombardi,
687,A,Jürgen Klopp,SOCCER,754636,Jürgen Klopp,
688,A,Sachin Tendulkar,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",322326,Sachin Tendulkar,
689,A,Jack Frost,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,26141,Jack Frost,
690,A,Valkyrie,FICTIONAL & FOLKLORE (public domain only) / Myth,97396,Valkyrie,
691,A,Othello,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,15973,Othello (character),
692,A,Nefertiti,ANCIENT & CLASSICAL,121557,Nefertiti,
693,A,George Patton,US PRESIDENTS & POLITICIANS,372731,George S. Patton,
694,A,Eva Perón,WORLD LEADERS (HISTORICAL),295245,Eva Perón,
695,A,Linus Torvalds,"SCIENTISTS, INVENTORS & THINKERS",195608,Linus Torvalds,
696,A,Guillermo del Toro,FILM DIRECTORS,258560,Guillermo del Toro,
697,A,Dr. Dre,HIP-HOP & R&B,291082,Dr. Dre,
698,A,Judy Garland,CLASSIC HOLLYWOOD,562326,Judy Garland,
699,A,Richard Pryor,COMEDIANS,376508,Richard Pryor,
700,A,David Letterman,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",217406,David Letterman,
701,A,Greg Brockman,AI & MACHINE LEARNING,95780,Greg Brockman,
702,A,Rip Van Winkle,FICTIONAL & FOLKLORE (public domain only) / Literature,72130,Rip Van Winkle,
703,A,The Discus Thrower,FICTIONAL & FOLKLORE (public domain only) / Art come to life,17502,Discobolus,
704,A,Miyamoto Musashi,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",230049,Miyamoto Musashi,
705,A,Tina Turner,ROCK & POP LEGENDS,543297,Tina Turner,
706,A,Triple H,"BOXING, MMA, WRESTLING & STRENGTH",208570,Triple H,
707,A,Johnny Depp,MODERN ACTORS,876591,Johnny Depp,
708,A,Bolo Yeung,ACTION & MARTIAL ARTS,56284,Bolo Yeung,
709,A,Bad Bunny,MODERN POP,483325,Bad Bunny,
710,A,Nikola Jokić,BASKETBALL,235374,Nikola Jokić,
711,A,Paul Gascoigne,SOCCER,256882,Paul Gascoigne,
712,A,Lance Armstrong,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",292860,Lance Armstrong,
713,A,John Bull,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,25533,John Bull,
714,A,The Sphinx,FICTIONAL & FOLKLORE (public domain only) / Myth,82487,Sphinx,
715,A,Shylock,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,0,Shylock,
716,A,Sun Tzu,ANCIENT & CLASSICAL,96490,Sun Tzu,
717,A,Douglas MacArthur,US PRESIDENTS & POLITICIANS,319685,Douglas MacArthur,
718,A,Ho Chi Minh,WORLD LEADERS (HISTORICAL),229508,Ho Chi Minh,
719,A,Steve Wozniak,"SCIENTISTS, INVENTORS & THINKERS",185293,Steve Wozniak,
720,A,Akira Kurosawa,FILM DIRECTORS,231473,Akira Kurosawa,
721,A,Tyler the Creator,HIP-HOP & R&B,251936,"Tyler, the Creator",
722,A,Carrie Fisher,CLASSIC HOLLYWOOD,544559,Carrie Fisher,
723,A,Jonah Hill,COMEDIANS,372304,Jonah Hill,
724,A,Harry Houdini,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",211809,Harry Houdini,
725,A,Eliezer Yudkowsky,AI & MACHINE LEARNING,70947,Eliezer Yudkowsky,
726,A,The Cheshire Cat,FICTIONAL & FOLKLORE (public domain only) / Literature,69622,Cheshire Cat,
727,A,Suleiman the Magnificent,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",219567,Suleiman the Magnificent,
728,A,Bruce Springsteen,ROCK & POP LEGENDS,531213,Bruce Springsteen,
729,A,Ronda Rousey,"BOXING, MMA, WRESTLING & STRENGTH",202925,Ronda Rousey,
730,A,Robert Downey Jr.,MODERN ACTORS,871793,Robert Downey Jr.,
731,A,Ed Sheeran,MODERN POP,432268,Ed Sheeran,
732,A,Dikembe Mutombo,BASKETBALL,130104,Dikembe Mutombo,
733,A,Eric Cantona,SOCCER,213104,Eric Cantona,
734,A,Michael Phelps,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",254246,Michael Phelps,
735,A,The Big Bad Wolf,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,24402,Big Bad Wolf,
736,A,Sinbad the Sailor,FICTIONAL & FOLKLORE (public domain only) / Myth,74944,Sinbad the Sailor,
737,A,Laozi,ANCIENT & CLASSICAL,88023,Laozi,
738,A,Sarah Palin,US PRESIDENTS & POLITICIANS,220237,Sarah Palin,
739,A,Otto von Bismarck,WORLD LEADERS (HISTORICAL),223990,Otto von Bismarck,
740,A,Bill Nye,"SCIENTISTS, INVENTORS & THINKERS",117264,Bill Nye,
741,A,Kevin Smith,FILM DIRECTORS,220388,Kevin Smith,
742,A,Eazy-E,HIP-HOP & R&B,234784,Eazy-E,
743,A,Patrick Stewart,CLASSIC HOLLYWOOD,510782,Patrick Stewart,
744,A,Kevin James,COMEDIANS,360796,Kevin James,
745,A,Howard Stern,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",210406,Howard Stern,
746,A,Stephen Wolfram,AI & MACHINE LEARNING,69051,Stephen Wolfram,
747,A,Long John Silver,FICTIONAL & FOLKLORE (public domain only) / Literature,67889,Long John Silver,
748,A,Robespierre,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",217936,Maximilien Robespierre,
749,A,Stevie Wonder,ROCK & POP LEGENDS,498947,Stevie Wonder,
750,A,Chyna,"BOXING, MMA, WRESTLING & STRENGTH",182780,Chyna,
751,A,Hugh Jackman,MODERN ACTORS,855544,Hugh Jackman,
752,A,Jungkook,MODERN POP,340956,Jung Kook,
753,A,Simone Biles,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",216643,Simone Biles,
754,A,Mother Goose,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,23818,Mother Goose,
755,A,Oni Demon,FICTIONAL & FOLKLORE (public domain only) / Myth,74392,Oni,
756,A,Lu Bu,ANCIENT & CLASSICAL,59995,Lü Bu,
757,A,Rob Ford,WORLD LEADERS (HISTORICAL),174191,Rob Ford,
758,A,Erwin Schrödinger,"SCIENTISTS, INVENTORS & THINKERS",98485,Erwin Schrödinger,
759,A,Michael Moore,FILM DIRECTORS,99450,Michael Moore,
760,A,LL Cool J,HIP-HOP & R&B,234750,LL Cool J,
761,A,Anthony Hopkins,CLASSIC HOLLYWOOD,499474,Anthony Hopkins,
762,A,Kristen Wiig,COMEDIANS,357489,Kristen Wiig,
763,A,Julia Child,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",196314,Julia Child,
764,A,Fei-Fei Li,AI & MACHINE LEARNING,67443,Fei-Fei Li,
765,A,Van Helsing,FICTIONAL & FOLKLORE (public domain only) / Literature,64364,Abraham Van Helsing,
766,A,Peter the Great,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",208980,Peter the Great,
767,A,Jon Bon Jovi,ROCK & POP LEGENDS,471558,Jon Bon Jovi,
768,A,Seth Rollins,"BOXING, MMA, WRESTLING & STRENGTH",181949,Seth Rollins,
769,A,James Gandolfini,MODERN ACTORS,702418,James Gandolfini,
770,A,Chappell Roan,MODERN POP,335726,Chappell Roan,
771,A,Tony Hawk,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",215380,Tony Hawk,
772,A,Father Time,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,18470,Father Time,
773,A,Kappa the Yokai,FICTIONAL & FOLKLORE (public domain only) / Myth,69909,Kappa (folklore),
774,A,Guan Yu,ANCIENT & CLASSICAL,57596,Guan Yu,
775,A,Imelda Marcos,WORLD LEADERS (HISTORICAL),108778,Imelda Marcos,
776,A,Isambard Kingdom Brunel,"SCIENTISTS, INVENTORS & THINKERS",87599,Isambard Kingdom Brunel,
777,A,Ed Wood,FILM DIRECTORS,70720,Ed Wood,
778,A,Coolio,HIP-HOP & R&B,194894,Coolio,
779,A,Burt Reynolds,CLASSIC HOLLYWOOD,494689,Burt Reynolds,
780,A,Don Rickles,COMEDIANS,357089,Don Rickles,
781,A,Bob Barker,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",191449,Bob Barker,
782,A,Ray Kurzweil,AI & MACHINE LEARNING,67298,Ray Kurzweil,
783,A,Captain Hook,FICTIONAL & FOLKLORE (public domain only) / Literature,57456,Captain Hook,
784,A,Ragnar Lothbrok,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",204617,Ragnar Lodbrok,
785,A,Jimi Hendrix,ROCK & POP LEGENDS,468829,Jimi Hendrix,
786,A,Francis Ngannou,"BOXING, MMA, WRESTLING & STRENGTH",176967,Francis Ngannou,
787,A,Denzel Washington,MODERN ACTORS,693146,Denzel Washington,
788,A,Billy Ray Cyrus,MODERN POP,314565,Billy Ray Cyrus,
789,A,Björn Borg,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",213323,Björn Borg,
790,A,The Easter Bunny,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,13679,Easter Bunny,
791,A,Scheherazade,FICTIONAL & FOLKLORE (public domain only) / Myth,61343,Scheherazade,
792,A,Tycho Brahe,"SCIENTISTS, INVENTORS & THINKERS",68182,Tycho Brahe,
793,A,Kid Rock,HIP-HOP & R&B,189235,Kid Rock,
794,A,Tom Selleck,CLASSIC HOLLYWOOD,489453,Tom Selleck,
795,A,John Belushi,COMEDIANS,346432,John Belushi,
796,A,Jay Leno,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",187568,Jay Leno,
797,A,Andrew Ng,AI & MACHINE LEARNING,57294,Andrew Ng,
798,A,Miss Marple,FICTIONAL & FOLKLORE (public domain only) / Literature,57233,Miss Marple,
799,A,Ivan the Terrible,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",198773,Ivan the Terrible,
800,A,Yoko Ono,ROCK & POP LEGENDS,457038,Yoko Ono,
801,A,Anderson Silva,"BOXING, MMA, WRESTLING & STRENGTH",169322,Anderson Silva,
802,A,Chris Hemsworth,MODERN ACTORS,686570,Chris Hemsworth,
803,A,Doja Cat,MODERN POP,265885,Doja Cat,
804,A,Jesse Owens,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",187907,Jesse Owens,
805,A,Jack the Giant Killer,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,11996,Jack the Giant Killer,
806,A,Tengu,FICTIONAL & FOLKLORE (public domain only) / Myth,60067,Tengu,
807,A,RZA,HIP-HOP & R&B,179236,RZA,
808,A,Christopher Lee,CLASSIC HOLLYWOOD,483839,Christopher Lee,
809,A,Dan Aykroyd,COMEDIANS,345371,Dan Aykroyd,
810,A,Alex Trebek,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",149450,Alex Trebek,
811,A,Guido van Rossum,AI & MACHINE LEARNING,54259,Guido van Rossum,
812,A,Don Juan,FICTIONAL & FOLKLORE (public domain only) / Literature,53932,Don Juan,
813,A,Guy Fawkes,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",190399,Guy Fawkes,
814,A,Courtney Love,ROCK & POP LEGENDS,447183,Courtney Love,
815,A,Big Show,"BOXING, MMA, WRESTLING & STRENGTH",168272,Big Show,
816,A,Pedro Pascal,MODERN ACTORS,666605,Pedro Pascal,
817,A,Burna Boy,MODERN POP,256456,Burna Boy,
818,A,Dale Earnhardt,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",183822,Dale Earnhardt,
819,A,Ali Baba,FICTIONAL & FOLKLORE (public domain only) / Myth,58654,Ali Baba and the Forty Thieves,
820,A,Lil Nas X,HIP-HOP & R&B,165925,Lil Nas X,
821,A,Christopher Reeve,CLASSIC HOLLYWOOD,480684,Christopher Reeve,
822,A,Ricky Gervais,COMEDIANS,330317,Ricky Gervais,
823,A,Michael Buffer,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",132548,Michael Buffer,
824,A,Donald Knuth,AI & MACHINE LEARNING,46974,Donald Knuth,
825,A,Peter Pan,FICTIONAL & FOLKLORE (public domain only) / Literature,53069,Peter Pan,
826,A,Kublai Khan,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",178783,Kublai Khan,
827,A,Gwen Stefani,ROCK & POP LEGENDS,434740,Gwen Stefani,
828,A,Eddie Guerrero,"BOXING, MMA, WRESTLING & STRENGTH",158999,Eddie Guerrero,
829,A,Tom Hardy,MODERN ACTORS,662616,Tom Hardy,
830,A,Carlos Santana,MODERN POP,243190,Carlos Santana,
831,A,Sha'Carri Richardson,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",156115,Sha'Carri Richardson,
832,A,Anansi,FICTIONAL & FOLKLORE (public domain only) / Myth,57052,Anansi,
833,A,Ice Spice,HIP-HOP & R&B,159395,Ice Spice,
834,A,Michael Keaton,CLASSIC HOLLYWOOD,472041,Michael Keaton,
835,A,John Cleese,COMEDIANS,330031,John Cleese,
836,A,Larry King,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",125286,Larry King,
837,A,Dwarkesh Patel,AI & MACHINE LEARNING,46236,Dwarkesh Patel,
838,A,Captain Nemo,FICTIONAL & FOLKLORE (public domain only) / Literature,49575,Captain Nemo,
839,A,Horatio Nelson,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",176310,"Horatio Nelson, 1st Viscount Nelson",
840,A,Tom Jones,ROCK & POP LEGENDS,430818,Tom Jones (singer),
841,A,Evander Holyfield,"BOXING, MMA, WRESTLING & STRENGTH",155205,Evander Holyfield,
842,A,Idris Elba,MODERN ACTORS,658165,Idris Elba,
843,A,Ricky Martin,MODERN POP,209750,Ricky Martin,
844,A,Valentino Rossi,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",142229,Valentino Rossi,
845,A,Nezha,FICTIONAL & FOLKLORE (public domain only) / Myth,56436,Nezha,
846,A,André 3000,HIP-HOP & R&B,152134,André 3000,
847,A,Liza Minnelli,CLASSIC HOLLYWOOD,458294,Liza Minnelli,
848,A,Bill Murray,COMEDIANS,328498,Bill Murray,
849,A,Bruce Buffer,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",111564,Bruce Buffer,
850,A,Yoshua Bengio,AI & MACHINE LEARNING,43562,Yoshua Bengio,
851,A,Cyrano de Bergerac,FICTIONAL & FOLKLORE (public domain only) / Literature,49574,Cyrano de Bergerac,
852,A,Wu Zetian,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",170849,Wu Zetian,
853,A,Aretha Franklin,ROCK & POP LEGENDS,414075,Aretha Franklin,
854,A,Rocky Marciano,"BOXING, MMA, WRESTLING & STRENGTH",154033,Rocky Marciano,
855,A,Morgan Freeman,MODERN ACTORS,634206,Morgan Freeman,
856,A,Pitbull,MODERN POP,97539,Pit bull,
857,A,Florence Griffith Joyner,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",139721,Florence Griffith Joyner,
858,A,Grendel,FICTIONAL & FOLKLORE (public domain only) / Myth,48984,Grendel,
859,A,Method Man,HIP-HOP & R&B,143065,Method Man,
860,A,Shirley Temple,CLASSIC HOLLYWOOD,397261,Shirley Temple,
861,A,George Carlin,COMEDIANS,265129,George Carlin,
862,A,Jamie Oliver,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",108146,Jamie Oliver,
863,A,Marvin Minsky,AI & MACHINE LEARNING,41767,Marvin Minsky,
864,A,Victor Frankenstein,FICTIONAL & FOLKLORE (public domain only) / Literature,46923,Victor Frankenstein,
865,A,Oda Nobunaga,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",170203,Oda Nobunaga,
866,A,Dave Grohl,ROCK & POP LEGENDS,412308,Dave Grohl,
867,A,Shawn Michaels,"BOXING, MMA, WRESTLING & STRENGTH",151754,Shawn Michaels,
868,A,Jane Fonda,MODERN ACTORS,620720,Jane Fonda,
869,A,G-Dragon,MODERN POP,93478,G-Dragon,
870,A,Danica Patrick,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",130269,Danica Patrick,
871,A,Momotaro,FICTIONAL & FOLKLORE (public domain only) / Myth,34941,Momotarō,
872,A,Busta Rhymes,HIP-HOP & R&B,142840,Busta Rhymes,
873,A,Farrah Fawcett,CLASSIC HOLLYWOOD,376759,Farrah Fawcett,
874,A,Tracy Morgan,COMEDIANS,259058,Tracy Morgan,
875,A,David Copperfield,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",100759,David Copperfield,
876,A,Lee Sedol,AI & MACHINE LEARNING,18465,Lee Sedol,
877,A,d'Artagnan,FICTIONAL & FOLKLORE (public domain only) / Literature,43516,Charles de Batz de Castelmore d'Artagnan,
878,A,Mata Hari,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",157873,Mata Hari,
879,A,Jim Morrison,ROCK & POP LEGENDS,405022,Jim Morrison,
880,A,Randy Orton,"BOXING, MMA, WRESTLING & STRENGTH",149932,Randy Orton,
881,A,Julie Andrews,MODERN ACTORS,599562,Julie Andrews,
882,A,Shane Warne,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",124666,Shane Warne,
883,A,Brunhilde,FICTIONAL & FOLKLORE (public domain only) / Myth,33910,Brunhild,
884,A,Missy Elliott,HIP-HOP & R&B,127877,Missy Elliott,
885,A,Humphrey Bogart,CLASSIC HOLLYWOOD,376146,Humphrey Bogart,
886,A,Eddie Izzard,COMEDIANS,254218,Eddie Izzard,
887,A,Penn Jillette,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",94932,Penn Jillette,
888,A,Captain Ahab,FICTIONAL & FOLKLORE (public domain only) / Literature,42899,Captain Ahab,
889,A,Nostradamus,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",145915,Nostradamus,
890,A,Neil Young,ROCK & POP LEGENDS,400135,Neil Young,
891,A,Fedor Emelianenko,"BOXING, MMA, WRESTLING & STRENGTH",144965,Fedor Emelianenko,
892,A,Gary Oldman,MODERN ACTORS,585632,Gary Oldman,
893,A,Jonah Lomu,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",84818,Jonah Lomu,
894,A,Master P,HIP-HOP & R&B,115248,Master P,
895,A,John Candy,CLASSIC HOLLYWOOD,370436,John Candy,
896,A,Chris Rock,COMEDIANS,248070,Chris Rock,
897,A,David Blaine,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",71397,David Blaine,
898,A,Ichabod Crane,FICTIONAL & FOLKLORE (public domain only) / Literature,42430,Ichabod Crane,
899,A,Leif Erikson,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",144698,Leif Erikson,
900,A,Robert Plant,ROCK & POP LEGENDS,392498,Robert Plant,
901,A,Chris Jericho,"BOXING, MMA, WRESTLING & STRENGTH",138691,Chris Jericho,
902,A,Bryan Cranston,MODERN ACTORS,576012,Bryan Cranston,
903,A,Shaun White,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",62400,Shaun White,
904,A,Lil Kim,HIP-HOP & R&B,113246,Lil' Kim,
905,A,James Dean,CLASSIC HOLLYWOOD,368777,James Dean,
906,A,Zach Galifianakis,COMEDIANS,236877,Zach Galifianakis,
907,A,Criss Angel,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",53369,Criss Angel,
908,A,The Invisible Man,FICTIONAL & FOLKLORE (public domain only) / Literature,42073,The Invisible Man,
909,A,Yasuke,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",85444,Yasuke,AC Shadows culture-war flashpoint
910,A,Dean Martin,ROCK & POP LEGENDS,378409,Dean Martin,
911,A,Nate Diaz,"BOXING, MMA, WRESTLING & STRENGTH",138512,Nate Diaz,
912,A,Will Smith,MODERN ACTORS,562626,Will Smith,
913,A,Chuck D,HIP-HOP & R&B,50470,Chuck D,
914,A,James Earl Jones,CLASSIC HOLLYWOOD,330364,James Earl Jones,
915,A,Rodney Dangerfield,COMEDIANS,228102,Rodney Dangerfield,
916,A,Billy Blanks,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",42964,Billy Blanks,
917,A,Dorothy Gale,FICTIONAL & FOLKLORE (public domain only) / Literature,38727,Dorothy Gale,
918,A,Casanova,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",80791,Giacomo Casanova,
919,A,Keith Richards,ROCK & POP LEGENDS,376052,Keith Richards,
920,A,Bret Hart,"BOXING, MMA, WRESTLING & STRENGTH",135225,Bret Hart,
921,A,Giancarlo Esposito,MODERN ACTORS,554752,Giancarlo Esposito,
922,A,Grandmaster Flash,HIP-HOP & R&B,44875,Grandmaster Flash,
923,A,Mark Hamill,CLASSIC HOLLYWOOD,328289,Mark Hamill,
924,A,Dave Chappelle,COMEDIANS,218334,Dave Chappelle,
925,A,Marie Kondo,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",35323,Marie Kondo,
926,A,Baron Munchausen,FICTIONAL & FOLKLORE (public domain only) / Literature,36055,Baron Munchausen,
927,A,Shaka Zulu,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",78131,Shaka,
928,A,Barry Manilow,ROCK & POP LEGENDS,374688,Barry Manilow,
929,A,Becky Lynch,"BOXING, MMA, WRESTLING & STRENGTH",127387,Becky Lynch,
930,A,Vin Diesel,MODERN ACTORS,538012,Vin Diesel,
931,A,Rick Moranis,CLASSIC HOLLYWOOD,294814,Rick Moranis,
932,A,Jerry Lewis,COMEDIANS,215560,Jerry Lewis,
