rank,name,section,views_3mo,wikipedia_title,flag
315,Florence Nightingale,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",241665,Florence Nightingale,
316,Saint Patrick,RELIGIOUS & SPIRITUAL,89812,Saint Patrick,
317,Isaac Newton,"SCIENTISTS, INVENTORS & THINKERS",427666,Isaac Newton,
318,John Glenn,ASTRONAUTS & AVIATORS,139484,John Glenn,
319,Bill Gates,TECH & BUSINESS,465594,Bill Gates,
320,Jean-Michel Basquiat,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",305810,Jean-Michel Basquiat,
321,Fyodor Dostoevsky,WRITERS & PHILOSOPHERS,472965,Fyodor Dostoevsky,
322,Liberace,"COMPOSERS, CLASSICAL & STAGE",214074,Liberace,
323,David Lynch,FILM DIRECTORS,558941,David Lynch,
324,Lorne Michaels,"GAME, COMICS & ANIMATION CREATORS",185950,Lorne Michaels,
325,Elizabeth Taylor,CLASSIC HOLLYWOOD,690627,Elizabeth Taylor,
326,Millie Bobby Brown,MODERN ACTORS,1526006,Millie Bobby Brown,
327,Steven Seagal,ACTION & MARTIAL ARTS,394645,Steven Seagal,
328,Eddie Murphy,COMEDIANS,593532,Eddie Murphy,
329,Mister Rogers,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",389838,Fred Rogers,
330,Heidi Klum,FASHION & MODELS,297961,Heidi Klum,
331,Bob Dylan,ROCK & POP LEGENDS,914311,Bob Dylan,
332,Charli XCX,MODERN POP,783624,Charli XCX,
333,Jay-Z,HIP-HOP & R&B,510197,Jay-Z,
334,Waylon Jennings,"COUNTRY, EDM & OTHER",327182,Waylon Jennings,
335,Stephen Curry,BASKETBALL,673750,Stephen Curry,
336,Deion Sanders,AMERICAN FOOTBALL,252807,Deion Sanders,
337,Diego Maradona,SOCCER,2623425,Diego Maradona,
338,Barry Bonds,BASEBALL & HOCKEY,192446,Barry Bonds,
339,Batista,"BOXING, MMA, WRESTLING & STRENGTH",510346,Dave Bautista,
340,Coco Gauff,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",644760,Coco Gauff,
341,PewDiePie,"INTERNET, STREAMERS & ESPORTS",142148,PewDiePie,
342,Ilya Sutskever,AI & MACHINE LEARNING,190158,Ilya Sutskever,
343,The Grim Reaper,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,80511,Personifications of death,
344,Odin,FICTIONAL & FOLKLORE (public domain only) / Myth,177185,Odin,
345,Friar Tuck,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,19394,Friar Tuck,
346,Professor Moriarty,FICTIONAL & FOLKLORE (public domain only) / Literature,122986,Professor Moriarty,
347,Juliet Capulet,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,22128,Juliet,
348,Rosie the Riveter,FICTIONAL & FOLKLORE (public domain only) / Art come to life,116163,Rosie the Riveter,
349,Nero,ANCIENT & CLASSICAL,347401,Nero,
350,William the Conqueror,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",481494,William the Conqueror,
351,Jesse James,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",205167,Jesse James,
352,Elizabeth Holmes,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",326109,Elizabeth Holmes,
353,Abraham Lincoln,US PRESIDENTS & POLITICIANS,935803,Abraham Lincoln,
354,Mao Zedong,WORLD LEADERS (HISTORICAL),547828,Mao Zedong,
355,Kate Middleton,BRITISH ROYALS,386148,"Catherine, Princess of Wales",
356,Harriet Tubman,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",237733,Harriet Tubman,
357,Deepak Chopra,RELIGIOUS & SPIRITUAL,60619,Deepak Chopra,
358,Sigmund Freud,"SCIENTISTS, INVENTORS & THINKERS",367236,Sigmund Freud,
359,Sally Ride,ASTRONAUTS & AVIATORS,139187,Sally Ride,
360,Walt Disney,TECH & BUSINESS,461790,Walt Disney,
361,Salvador Dalí,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",278133,Salvador Dalí,
362,Friedrich Nietzsche,WRITERS & PHILOSOPHERS,409588,Friedrich Nietzsche,
363,A. R. Rahman,"COMPOSERS, CLASSICAL & STAGE",201600,A. R. Rahman,
364,James Cameron,FILM DIRECTORS,558818,James Cameron,
365,Hideo Kojima,"GAME, COMICS & ANIMATION CREATORS",176780,Hideo Kojima,
366,Audrey Hepburn,CLASSIC HOLLYWOOD,679680,Audrey Hepburn,
367,Charlize Theron,MODERN ACTORS,1433000,Charlize Theron,
368,Jean-Claude Van Damme,ACTION & MARTIAL ARTS,331744,Jean-Claude Van Damme,
369,Julia Louis-Dreyfus,COMEDIANS,578589,Julia Louis-Dreyfus,
370,Joe Rogan,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",385020,Joe Rogan,
371,Anna Wintour,FASHION & MODELS,286268,Anna Wintour,
372,David Bowie,ROCK & POP LEGENDS,850249,David Bowie,
373,Miley Cyrus,MODERN POP,774229,Miley Cyrus,
374,A$AP Rocky,HIP-HOP & R&B,447794,ASAP Rocky,
375,Fatboy Slim,"COUNTRY, EDM & OTHER",279398,Fatboy Slim,
376,Carmelo Anthony,BASKETBALL,583559,Carmelo Anthony,
377,Drew Brees,AMERICAN FOOTBALL,225942,Drew Brees,
378,Christian Pulisic,SOCCER,2259652,Christian Pulisic,
379,Alex Rodriguez,BASEBALL & HOCKEY,184667,Alex Rodriguez,
380,Tyson Fury,"BOXING, MMA, WRESTLING & STRENGTH",503445,Tyson Fury,
381,Virat Kohli,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",602533,Virat Kohli,
382,Khaby Lame,"INTERNET, STREAMERS & ESPORTS",105988,Khaby Lame,
383,Terence Tao,AI & MACHINE LEARNING,174095,Terence Tao,
384,Krampus,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,64590,Krampus,
385,The Minotaur,FICTIONAL & FOLKLORE (public domain only) / Myth,168521,Minotaur,
386,Pecos Bill,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,15595,Pecos Bill,
387,Robinson Crusoe,FICTIONAL & FOLKLORE (public domain only) / Literature,104328,Robinson Crusoe,
388,Prospero,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,18586,Prospero,
389,The American Gothic Farmer,FICTIONAL & FOLKLORE (public domain only) / Art come to life,109563,American Gothic,
390,Aristotle,ANCIENT & CLASSICAL,324119,Aristotle,
391,King Louis the Fourteenth,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",470440,Louis XIV,
392,Simón Bolívar,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",192284,Simón Bolívar,
393,Anna Delvey,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",317900,Anna Delvey,
394,Dwight Eisenhower,US PRESIDENTS & POLITICIANS,911641,Dwight D. Eisenhower,
395,Nelson Mandela,WORLD LEADERS (HISTORICAL),520106,Nelson Mandela,
396,Julian Assange,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",234042,Julian Assange,
397,APJ Abdul Kalam,"SCIENTISTS, INVENTORS & THINKERS",363311,A. P. J. Abdul Kalam,
398,Valentina Tereshkova,ASTRONAUTS & AVIATORS,109552,Valentina Tereshkova,
399,Warren Buffett,TECH & BUSINESS,456537,Warren Buffett,
400,Antoni Gaudí,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",274457,Antoni Gaudí,
401,Jane Austen,WRITERS & PHILOSOPHERS,407284,Jane Austen,
402,Frédéric Chopin,"COMPOSERS, CLASSICAL & STAGE",182724,Frédéric Chopin,
403,Stanley Kubrick,FILM DIRECTORS,527596,Stanley Kubrick,
404,Matt Groening,"GAME, COMICS & ANIMATION CREATORS",145800,Matt Groening,
405,Pierce Brosnan,CLASSIC HOLLYWOOD,666487,Pierce Brosnan,
406,Tom Cruise,MODERN ACTORS,1376782,Tom Cruise,
407,Carl Weathers,ACTION & MARTIAL ARTS,312398,Carl Weathers,
408,Rowan Atkinson,COMEDIANS,576293,Rowan Atkinson,
409,Conan O'Brien,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",378884,Conan O'Brien,
410,Bella Hadid,FASHION & MODELS,231761,Bella Hadid,
411,Janet Jackson,ROCK & POP LEGENDS,830714,Janet Jackson,
412,Bruno Mars,MODERN POP,771851,Bruno Mars,
413,Cardi B,HIP-HOP & R&B,437817,Cardi B,
414,Daft Punk,"COUNTRY, EDM & OTHER",267392,Daft Punk,
415,Kareem Abdul-Jabbar,BASKETBALL,499420,Kareem Abdul-Jabbar,
416,Peyton Manning,AMERICAN FOOTBALL,213557,Peyton Manning,
417,Zinedine Zidane,SOCCER,2202563,Zinedine Zidane,
418,Nolan Ryan,BASEBALL & HOCKEY,176478,Nolan Ryan,
419,Alex Pereira,"BOXING, MMA, WRESTLING & STRENGTH",492143,Alex Pereira,
420,Max Verstappen,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",563568,Max Verstappen,
421,MySpace Tom,"INTERNET, STREAMERS & ESPORTS",72323,Tom Anderson,
422,Alexandr Wang,AI & MACHINE LEARNING,166794,Alexandr Wang,
423,The Boogeyman,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,62791,Bogeyman,
424,Gilgamesh,FICTIONAL & FOLKLORE (public domain only) / Myth,153082,Gilgamesh,
425,Count Dracula,FICTIONAL & FOLKLORE (public domain only) / Literature,101981,Count Dracula,
426,Romeo Montague,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,16222,Romeo,
427,Botticelli's Venus,FICTIONAL & FOLKLORE (public domain only) / Art come to life,103742,The Birth of Venus,
428,Caligula,ANCIENT & CLASSICAL,304613,Caligula,
429,Vlad the Impaler,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",453095,Vlad the Impaler,
430,Davy Crockett,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",189202,Davy Crockett,
431,Lucky Luciano,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",279757,Lucky Luciano,
432,George W. Bush,US PRESIDENTS & POLITICIANS,857162,George W. Bush,
433,Saddam Hussein,WORLD LEADERS (HISTORICAL),519556,Saddam Hussein,
434,Rosa Parks,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",225780,Rosa Parks,
435,Magnus Carlsen,"SCIENTISTS, INVENTORS & THINKERS",353363,Magnus Carlsen,
436,Mae Jemison,ASTRONAUTS & AVIATORS,33931,Mae Jemison,
437,Howard Hughes,TECH & BUSINESS,423305,Howard Hughes,
438,Marina Abramović,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",254505,Marina Abramović,
439,Agatha Christie,WRITERS & PHILOSOPHERS,395907,Agatha Christie,
440,Luciano Pavarotti,"COMPOSERS, CLASSICAL & STAGE",180526,Luciano Pavarotti,
441,Spike Lee,FILM DIRECTORS,513200,Spike Lee,
442,Shigeru Miyamoto,"GAME, COMICS & ANIMATION CREATORS",141442,Shigeru Miyamoto,
443,Kurt Russell,CLASSIC HOLLYWOOD,666335,Kurt Russell,
444,Emily Blunt,MODERN ACTORS,1337198,Emily Blunt,
445,Mr. T,ACTION & MARTIAL ARTS,292889,Mr. T,
446,Steve Carell,COMEDIANS,554925,Steve Carell,
447,Ellen DeGeneres,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",363045,Ellen DeGeneres,
448,Ralph Lauren,FASHION & MODELS,208062,Ralph Lauren,
449,Mick Jagger,ROCK & POP LEGENDS,820204,Mick Jagger,
450,Rihanna,MODERN POP,758692,Rihanna,
451,50 Cent,HIP-HOP & R&B,404295,50 Cent,
452,Calvin Harris,"COUNTRY, EDM & OTHER",262317,Calvin Harris,
453,Magic Johnson,BASKETBALL,481896,Magic Johnson,
454,Marshawn Lynch,AMERICAN FOOTBALL,202462,Marshawn Lynch,
455,Ronaldo Nazário,SOCCER,2144999,Ronaldo (Brazilian footballer),
456,Mickey Mantle,BASEBALL & HOCKEY,163848,Mickey Mantle,
457,Brock Lesnar,"BOXING, MMA, WRESTLING & STRENGTH",484236,Brock Lesnar,
458,Michael Schumacher,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",531701,Michael Schumacher,
459,Tyler Ninja Blevins,"INTERNET, STREAMERS & ESPORTS",64769,Ninja (gamer),
460,Geoffrey Hinton,AI & MACHINE LEARNING,145742,Geoffrey Hinton,
461,Davy Jones,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,57025,Davy Jones's locker,
462,Loki the Norse God,FICTIONAL & FOLKLORE (public domain only) / Myth,150099,Loki,
463,Zorro,FICTIONAL & FOLKLORE (public domain only) / Literature,99529,Zorro,story PD; Zorro Productions litigates trademark
464,Macbeth,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,16038,Macbeth (character),
465,Easter Island Moai,FICTIONAL & FOLKLORE (public domain only) / Art come to life,102040,Moai,
466,Socrates,ANCIENT & CLASSICAL,303924,Socrates,
467,Rasputin,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",444081,Grigori Rasputin,
468,Ferdinand Magellan,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",184254,Ferdinand Magellan,
469,Sam Bankman-Fried,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",221347,Sam Bankman-Fried,
470,Ronald Reagan,US PRESIDENTS & POLITICIANS,807813,Ronald Reagan,
471,Boris Johnson,WORLD LEADERS (HISTORICAL),498595,Boris Johnson,
472,Frederick Douglass,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",224835,Frederick Douglass,
473,Srinivasa Ramanujan,"SCIENTISTS, INVENTORS & THINKERS",341057,Srinivasa Ramanujan,
474,Larry Ellison,TECH & BUSINESS,413737,Larry Ellison,
475,Michelangelo,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",244617,Michelangelo,
476,Oscar Wilde,WRITERS & PHILOSOPHERS,383369,Oscar Wilde,
477,Johann Sebastian Bach,"COMPOSERS, CLASSICAL & STAGE",178742,Johann Sebastian Bach,
478,Sam Raimi,FILM DIRECTORS,498530,Sam Raimi,
479,Frank Oz,"GAME, COMICS & ANIMATION CREATORS",135336,Frank Oz,
480,Catherine O'Hara,CLASSIC HOLLYWOOD,665496,Catherine O'Hara,
481,Javier Bardem,MODERN ACTORS,1273002,Javier Bardem,
482,Bear Grylls,ACTION & MARTIAL ARTS,236350,Bear Grylls,
483,Kelsey Grammer,COMEDIANS,528092,Kelsey Grammer,
484,Steve Harvey,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",329778,Steve Harvey,
485,Coco Chanel,FASHION & MODELS,202176,Coco Chanel,
486,Whitney Houston,ROCK & POP LEGENDS,782627,Whitney Houston,
487,Sabrina Carpenter,MODERN POP,708783,Sabrina Carpenter,
488,Snoop Dogg,HIP-HOP & R&B,397077,Snoop Dogg,
489,Luke Combs,"COUNTRY, EDM & OTHER",253113,Luke Combs,
490,Dennis Rodman,BASKETBALL,436979,Dennis Rodman,
491,Bill Belichick,AMERICAN FOOTBALL,201211,Bill Belichick,
492,David Beckham,SOCCER,2087792,David Beckham,
493,Pete Rose,BASEBALL & HOCKEY,161353,Pete Rose,
494,Anthony Joshua,"BOXING, MMA, WRESTLING & STRENGTH",460433,Anthony Joshua,
495,Martina Navratilova,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",522037,Martina Navratilova,
496,Pikotaro,"INTERNET, STREAMERS & ESPORTS",11604,Daimaou Kosaka,
497,Claude Shannon,AI & MACHINE LEARNING,139299,Claude Shannon,
498,Leprechaun,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,54474,Leprechaun,
499,Sun Wukong the Monkey King,FICTIONAL & FOLKLORE (public domain only) / Myth,142475,Sun Wukong,
500,Oliver Twist,FICTIONAL & FOLKLORE (public domain only) / Literature,95051,Oliver Twist,
501,Othello,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,15973,Othello (character),
502,The Thinker,FICTIONAL & FOLKLORE (public domain only) / Art come to life,97325,The Thinker,
503,Hannibal,ANCIENT & CLASSICAL,293583,Hannibal,
504,Catherine the Great,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",434145,Catherine the Great,
505,Francis Drake,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",182178,Francis Drake,
506,John Dillinger,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",204773,John Dillinger,
507,Alexander Hamilton,US PRESIDENTS & POLITICIANS,731564,Alexander Hamilton,
508,Karl Marx,WORLD LEADERS (HISTORICAL),495314,Karl Marx,
509,Sacagawea,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",157337,Sacagawea,
510,Carl Jung,"SCIENTISTS, INVENTORS & THINKERS",311900,Carl Jung,
511,Colonel Sanders,TECH & BUSINESS,410188,Colonel Sanders,
512,Claude Monet,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",163532,Claude Monet,
513,Franz Kafka,WRITERS & PHILOSOPHERS,377925,Franz Kafka,
514,Maria Callas,"COMPOSERS, CLASSICAL & STAGE",170008,Maria Callas,
515,Jon Favreau,FILM DIRECTORS,488200,Jon Favreau,
516,Akira Toriyama,"GAME, COMICS & ANIMATION CREATORS",116585,Akira Toriyama,
517,Jack Nicholson,CLASSIC HOLLYWOOD,662813,Jack Nicholson,
518,Jennifer Lopez,MODERN ACTORS,1262541,Jennifer Lopez,
519,Jesse Ventura,ACTION & MARTIAL ARTS,197494,Jesse Ventura,
520,Owen Wilson,COMEDIANS,520553,Owen Wilson,
521,Johnny Carson,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",286780,Johnny Carson,
522,Kate Moss,FASHION & MODELS,183196,Kate Moss,
523,John Lennon,ROCK & POP LEGENDS,770794,John Lennon,
524,Justin Bieber,MODERN POP,704612,Justin Bieber,
525,Biggie Smalls,HIP-HOP & R&B,397020,The Notorious B.I.G.,
526,Hank Williams,"COUNTRY, EDM & OTHER",233437,Hank Williams,
527,Kevin Durant,BASKETBALL,432403,Kevin Durant,
528,Joe Burrow,AMERICAN FOOTBALL,184129,Joe Burrow,
529,Pelé,SOCCER,2002599,Pelé,
530,Sidney Crosby,BASEBALL & HOCKEY,151758,Sidney Crosby,
531,Roman Reigns,"BOXING, MMA, WRESTLING & STRENGTH",435436,Roman Reigns,
532,Andre Agassi,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",520058,Andre Agassi,
533,Marc Andreessen,AI & MACHINE LEARNING,138847,Marc Andreessen,
534,Cupid,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,53051,Cupid,
535,Thor the Norse God,FICTIONAL & FOLKLORE (public domain only) / Myth,130433,Thor,
536,Mephistopheles,FICTIONAL & FOLKLORE (public domain only) / Literature,92661,Mephistopheles,
537,Shylock,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,0,Shylock,
538,Venus de Milo,FICTIONAL & FOLKLORE (public domain only) / Art come to life,96850,Venus de Milo,
539,Plato,ANCIENT & CLASSICAL,291718,Plato,
540,Charlemagne,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",426545,Charlemagne,
541,Wild Bill Hickok,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",176692,Wild Bill Hickok,
542,Bugsy Siegel,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",191085,Bugsy Siegel,
543,Thomas Jefferson,US PRESIDENTS & POLITICIANS,731421,Thomas Jefferson,
544,Vladimir Lenin,WORLD LEADERS (HISTORICAL),491492,Vladimir Lenin,
545,Sitting Bull,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",147845,Sitting Bull,
546,Richard Feynman,"SCIENTISTS, INVENTORS & THINKERS",284739,Richard Feynman,
547,Ratan Tata,TECH & BUSINESS,403005,Ratan Tata,
548,Rembrandt,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",148773,Rembrandt,
549,George Orwell,WRITERS & PHILOSOPHERS,368494,George Orwell,
550,Mikhail Baryshnikov,"COMPOSERS, CLASSICAL & STAGE",162353,Mikhail Baryshnikov,
551,Ron Howard,FILM DIRECTORS,461120,Ron Howard,
552,Matt Stone,"GAME, COMICS & ANIMATION CREATORS",102280,Matt Stone,
553,Ian McKellen,CLASSIC HOLLYWOOD,661251,Ian McKellen,
554,Lupita Nyong'o,MODERN ACTORS,1226354,Lupita Nyong'o,
555,Lou Ferrigno,ACTION & MARTIAL ARTS,197023,Lou Ferrigno,
556,Seth Rogen,COMEDIANS,501436,Seth Rogen,
557,Jon Stewart,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",272306,Jon Stewart,
558,Naomi Campbell,FASHION & MODELS,170317,Naomi Campbell,
559,Phil Collins,ROCK & POP LEGENDS,742139,Phil Collins,
560,Britney Spears,MODERN POP,652769,Britney Spears,
561,Nicki Minaj,HIP-HOP & R&B,374512,Nicki Minaj,
562,Garth Brooks,"COUNTRY, EDM & OTHER",227916,Garth Brooks,
563,Brittney Griner,BASKETBALL,421321,Brittney Griner,
564,Rob Gronkowski,AMERICAN FOOTBALL,183534,Rob Gronkowski,
565,Ronaldinho,SOCCER,1894103,Ronaldinho,
566,Gordie Howe,BASEBALL & HOCKEY,143683,Gordie Howe,
567,CM Punk,"BOXING, MMA, WRESTLING & STRENGTH",360687,CM Punk,
568,Niki Lauda,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",444556,Niki Lauda,
569,Andrej Karpathy,AI & MACHINE LEARNING,135666,Andrej Karpathy,
570,The Headless Horseman,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,40927,Headless Horseman,
571,Anubis,FICTIONAL & FOLKLORE (public domain only) / Myth,129502,Anubis,
572,Humpty Dumpty,FICTIONAL & FOLKLORE (public domain only) / Literature,90248,Humpty Dumpty,
573,The Winged Victory of Samothrace,FICTIONAL & FOLKLORE (public domain only) / Art come to life,79330,Winged Victory of Samothrace,
574,Constantine the Great,ANCIENT & CLASSICAL,253254,Constantine the Great,
575,King Richard the Third,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",392060,Richard III of England,
576,Hernán Cortés,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",168810,Hernán Cortés,
577,Tonya Harding,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",164686,Tonya Harding,
578,Bill Clinton,US PRESIDENTS & POLITICIANS,675932,Bill Clinton,
579,Indira Gandhi,WORLD LEADERS (HISTORICAL),446441,Indira Gandhi,
580,Gloria Steinem,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",142855,Gloria Steinem,
581,Thomas Edison,"SCIENTISTS, INVENTORS & THINKERS",264511,Thomas Edison,
582,Rupert Murdoch,TECH & BUSINESS,401171,Rupert Murdoch,
583,Caravaggio,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",146724,Caravaggio,
584,Edgar Allan Poe,WRITERS & PHILOSOPHERS,346080,Edgar Allan Poe,
585,Richard Wagner,"COMPOSERS, CLASSICAL & STAGE",161817,Richard Wagner,
586,Jordan Peele,FILM DIRECTORS,455826,Jordan Peele,
587,John Carmack,"GAME, COMICS & ANIMATION CREATORS",88542,John Carmack,
588,Sean Connery,CLASSIC HOLLYWOOD,652542,Sean Connery,
589,Brad Pitt,MODERN ACTORS,1212049,Brad Pitt,
590,Jet Li,ACTION & MARTIAL ARTS,185791,Jet Li,
591,Jack Black,COMEDIANS,472814,Jack Black,
592,Dana White,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",265261,Dana White,
593,Tyra Banks,FASHION & MODELS,162892,Tyra Banks,
594,Stevie Nicks,ROCK & POP LEGENDS,729463,Stevie Nicks,
595,Beyoncé,MODERN POP,635591,Beyoncé,
596,Lil Wayne,HIP-HOP & R&B,372057,Lil Wayne,
597,Chris Stapleton,"COUNTRY, EDM & OTHER",209701,Chris Stapleton,
598,Larry Bird,BASKETBALL,407152,Larry Bird,
599,Bo Jackson,AMERICAN FOOTBALL,171850,Bo Jackson,
600,Mohamed Salah,SOCCER,1877321,Mohamed Salah,
601,Ted Williams,BASEBALL & HOCKEY,138201,Ted Williams,
602,Andre the Giant,"BOXING, MMA, WRESTLING & STRENGTH",338980,André the Giant,
603,Steffi Graf,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",440480,Steffi Graf,
604,Mira Murati,AI & MACHINE LEARNING,134513,Mira Murati,
605,The Tooth Fairy,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,27798,Tooth fairy,
606,The Golem of Prague,FICTIONAL & FOLKLORE (public domain only) / Myth,120608,Golem,
607,Tarzan,FICTIONAL & FOLKLORE (public domain only) / Literature,86363,Tarzan,story PD; ERB Inc litigates trademark
608,Lady Justice,FICTIONAL & FOLKLORE (public domain only) / Art come to life,54261,Lady Justice,
609,Tutankhamun,ANCIENT & CLASSICAL,251517,Tutankhamun,
610,Shivaji,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",381878,Shivaji,
611,Ned Kelly,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",168425,Ned Kelly,
612,Martin Shkreli,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",142712,Martin Shkreli,
613,Richard Nixon,US PRESIDENTS & POLITICIANS,635898,Richard Nixon,
614,Mikhail Gorbachev,WORLD LEADERS (HISTORICAL),401777,Mikhail Gorbachev,
615,Terry Fox,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",135497,Terry Fox,
616,Neil deGrasse Tyson,"SCIENTISTS, INVENTORS & THINKERS",256579,Neil deGrasse Tyson,
617,John D. Rockefeller,TECH & BUSINESS,340048,John D. Rockefeller,
618,Jackson Pollock,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",141784,Jackson Pollock,
619,Mark Twain,WRITERS & PHILOSOPHERS,331746,Mark Twain,
620,Ravi Shankar,"COMPOSERS, CLASSICAL & STAGE",150528,Ravi Shankar,
621,M. Night Shyamalan,FILM DIRECTORS,451657,M. Night Shyamalan,
622,Osamu Tezuka,"GAME, COMICS & ANIMATION CREATORS",84657,Osamu Tezuka,
623,Marlon Brando,CLASSIC HOLLYWOOD,641485,Marlon Brando,
624,Florence Pugh,MODERN ACTORS,1197643,Florence Pugh,
625,Donnie Yen,ACTION & MARTIAL ARTS,153534,Donnie Yen,
626,Weird Al Yankovic,COMEDIANS,467696,"""Weird Al"" Yankovic",
627,Jimmy Fallon,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",257816,Jimmy Fallon,
628,Tom Ford,FASHION & MODELS,157182,Tom Ford,
629,Kylie Minogue,ROCK & POP LEGENDS,705581,Kylie Minogue,
630,Lady Gaga,MODERN POP,622180,Lady Gaga,
631,Ice-T,HIP-HOP & R&B,363665,Ice-T,
632,Loretta Lynn,"COUNTRY, EDM & OTHER",205494,Loretta Lynn,
633,Wilt Chamberlain,BASKETBALL,387719,Wilt Chamberlain,
634,Colin Kaepernick,AMERICAN FOOTBALL,160856,Colin Kaepernick,
635,José Mourinho,SOCCER,1703538,José Mourinho,
636,Ken Griffey Jr.,BASEBALL & HOCKEY,137612,Ken Griffey Jr.,
637,Floyd Mayweather,"BOXING, MMA, WRESTLING & STRENGTH",321019,Floyd Mayweather Jr.,DV convictions; kept
638,Usain Bolt,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",427181,Usain Bolt,
639,Lisa Su,AI & MACHINE LEARNING,127770,Lisa Su,
640,Jack Frost,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,26141,Jack Frost,
641,Valkyrie,FICTIONAL & FOLKLORE (public domain only) / Myth,97396,Valkyrie,
